Actual_Drop_Off,Predicted_Drop_Off,Actual_Conversion_Efficiency,Predicted_Conversion_Efficiency
1,1,0.09,0.09055045
0,0,0.03,0.03471957
1,1,0.23,0.22694592
1,1,0.18,0.17603333
1,1,0.54,0.53884715
1,1,0.12,0.123474196
1,1,0.1,0.09891684
1,1,0.06,0.05587496
1,1,0.07,0.07041457
1,1,0.1,0.10097936
0,0,0.03,0.032309283
1,1,0.22,0.22866039
1,1,0.14,0.14239581
1,1,0.07,0.069498286
1,1,0.1,0.09697695
1,1,0.09,0.08659311
1,1,0.09,0.0888768
1,1,0.21,0.20914285
1,1,0.86,0.8653601
1,1,0.09,0.0900408
1,1,0.13,0.13042292
1,1,0.17,0.16806422
1,1,0.15,0.15345411
0,0,0,0.012902364
1,1,0.95,0.9538408
1,1,0.18,0.17596382
1,1,0.11,0.108888075
1,1,0.18,0.17700079
1,1,0.22,0.22165617
1,1,0.13,0.1342742
0,0,0.02,0.021057434
1,1,0.14,0.14537917
1,1,0.14,0.1397792
1,1,0.11,0.10777436
1,1,0.1,0.1000444
0,0,0.02,0.022225194
1,1,0.17,0.17013113
1,1,0.27,0.26440394
1,1,0.09,0.08537109
0,0,0,0.006804876
1,1,0.25,0.24658348
1,1,0.08,0.074122325
0,0,0.02,0.019249236
1,1,0.18,0.17672645
1,1,0.17,0.16725723
1,1,0.1,0.101913914
1,1,0.26,0.26178843
1,1,0.26,0.25789344
0,0,0.03,0.03515685
1,1,0.44,0.4401788
0,0,0.02,0.021582458
1,1,0.84,0.8423327
1,1,0.11,0.10717316
1,1,0.06,0.061182596
1,1,0.11,0.10953001
1,1,0.39,0.38767493
1,1,0.1,0.093207285
1,1,0.06,0.060196444
1,1,0.07,0.07127018
1,1,0.4,0.3926686
1,1,0.17,0.1647331
1,1,0.16,0.15808703
0,0,0.01,0.014659621
1,1,0.25,0.2516203
1,1,0.14,0.14319535
1,1,0.17,0.17036338
1,1,0.1,0.10064742
1,1,0.13,0.136375
1,1,0.1,0.09969063
0,0,0,0.012301348
0,0,0.02,0.02634655
1,1,0.09,0.08905308
1,1,0.24,0.23368041
1,1,0.1,0.08929606
1,1,0.2,0.20473547
1,1,0.12,0.116607785
1,1,0.44,0.43907458
0,0,0.04,0.0390572
1,1,0.14,0.13951445
1,1,0.07,0.071853116
0,0,0.04,0.040277477
0,0,0.03,0.02992012
0,0,0.05,0.0488846
1,1,0.14,0.1409209
0,0,0.03,0.030141478
1,1,0.17,0.17561112
1,1,0.09,0.090980396
1,1,0.09,0.08437282
1,1,0.07,0.07236166
0,0,0.05,0.046968006
1,1,0.21,0.21534617
0,0,0,0.004223935
1,1,0.18,0.17672946
0,0,0.05,0.051388983
0,0,0.02,0.021056421
1,1,0.08,0.08068995
1,1,0.08,0.07871851
1,1,0.09,0.08980389
1,1,0.12,0.12175377
1,1,0.29,0.28709406
1,1,0.09,0.09377165
0,0,0.03,0.031296924
1,1,0.07,0.07003318
1,1,0.14,0.13943492
0,0,0,0.00707943
0,0,0.03,0.03655362
0,0,0.03,0.032489337
1,1,0.09,0.08738257
1,1,0.14,0.14017801
1,1,0.09,0.08900951
1,1,0.28,0.27732635
0,0,0.02,0.025080752
0,0,0.04,0.04370941
1,1,0.12,0.111831784
1,1,0.11,0.106872365
1,1,0.07,0.06899032
1,1,0.21,0.20514911
1,1,0.27,0.26917827
0,0,0.04,0.043185063
1,1,0.1,0.09716217
0,0,0.05,0.050390225
0,0,0,0.005924262
1,1,0.62,0.6228058
1,1,1.22,1.22236
1,1,0.1,0.09583716
1,1,0.06,0.05399786
1,1,0.4,0.4006586
1,1,0.11,0.11031225
1,1,0.23,0.2334507
1,1,0.07,0.06840284
1,1,1.03,1.0315198
1,1,0.08,0.081655264
1,1,0.1,0.0942411
0,0,0.02,0.023695838
1,1,0.21,0.20842963
0,0,0.02,0.016954988
1,1,0.09,0.08578643
1,1,0.08,0.0821493
1,1,0.08,0.0751993
1,1,0.16,0.16702521
1,1,0.34,0.33964044
1,1,0.06,0.05799634
0,0,0.02,0.022171017
0,0,0,0.002481289
1,1,0.09,0.091997355
0,0,0.01,0.025777088
1,1,0.31,0.30632418
1,1,0.09,0.08001797
0,0,0.04,0.039323337
1,1,0.28,0.28444022
1,1,0.11,0.11077821
1,1,0.11,0.11163747
1,1,0.15,0.1497383
1,1,0.18,0.17950432
1,1,0.22,0.21874431
1,1,0.11,0.108135164
1,1,0.07,0.06874445
1,1,0.2,0.19944537
1,1,0.38,0.38063312
1,1,0.09,0.092433125
0,0,0.01,0.008576214
0,0,0.05,0.04444789
1,1,0.04,0.0420938
0,0,0.02,0.020003213
1,1,0.11,0.108747765
1,1,0.2,0.20096995
0,0,0.03,0.030415185
1,1,0.09,0.08454819
1,1,0.08,0.07727577
0,0,0,0.006161146
1,1,0.1,0.09842716
1,1,0.03,0.02458844
1,1,0.08,0.075712755
1,1,0.07,0.06641589
1,1,0.07,0.06487641
0,0,0.01,0.013768569
0,0,0.01,0.016065221
1,1,0.41,0.40753162
1,1,1.48,1.4827014
0,0,0.04,0.034474805
1,1,0.09,0.08423875
1,1,0.14,0.14198835
1,1,0.16,0.15658912
1,1,0.16,0.1616127
1,1,0.19,0.18885118
1,1,0.14,0.14124238
1,1,0.24,0.24929519
0,0,0.04,0.039403804
1,1,0.14,0.13901164
0,0,0.02,0.02453364
1,1,0.47,0.47510153
1,1,0.19,0.1868695
1,1,0.08,0.069721594
1,1,0.65,0.65182054
1,1,0.1,0.099546134
1,1,0.12,0.1136526
1,1,0.12,0.12569156
1,1,1.3,1.3025017
1,1,0.12,0.11912318
1,1,0.06,0.06129597
0,0,0.03,0.031689517
0,0,0.02,0.024010101
1,1,0.05,0.054864965
1,1,0.76,0.761321
0,0,0.01,0.01263142
1,1,0.07,0.07227598
1,1,0.1,0.102217466
1,1,0.12,0.11813657
1,1,0.24,0.24243723
1,1,0.16,0.15784843
0,0,0.02,0.019967638
1,1,0.13,0.12549832
0,0,0.02,0.020097239
1,1,0.12,0.118802994
0,0,0.04,0.0355759
1,1,0.07,0.06881522
1,1,0.07,0.062221453
1,1,0.16,0.15362833
1,1,0.07,0.064764716
1,1,0.45,0.45038426
1,1,0.23,0.23084036
1,1,0.09,0.08367746
0,0,0.03,0.02934334
1,1,0.09,0.089487806
1,1,0.11,0.10788128
1,1,0.16,0.16007747
1,1,1.44,1.4421328
1,1,0.18,0.18115003
0,0,0.01,0.014165305
1,1,0.85,0.85387784
1,1,0.44,0.44130832
0,0,0.03,0.02552928
1,1,0.49,0.4913093
1,1,0.42,0.41821408
1,1,0.08,0.07818732
1,1,0.07,0.06882383
0,0,0.01,0.009985723
0,0,0,0.00885959
1,1,0.38,0.38073492
1,1,0.16,0.15681417
1,1,0.12,0.121300206
1,1,0.08,0.079866305
0,0,0.01,0.013093144
1,1,0.11,0.108095124
1,1,0.19,0.18702905
1,1,0.1,0.099788696
1,1,1.52,1.5221039
1,1,0.09,0.08683814
1,1,0.29,0.28841674
1,1,0.67,0.6713664
1,1,0.16,0.15084547
1,1,0.15,0.15225798
1,1,0.16,0.1631938
1,1,0.08,0.0823272
1,1,0.04,0.038038567
0,0,0.04,0.04170394
1,1,0.1,0.097780064
1,1,0.03,0.036400795
0,0,0.03,0.032228194
0,0,0.05,0.047940917
1,1,0.09,0.088942885
0,0,0,0.009325676
1,1,0.07,0.069335416
1,1,0.09,0.091407225
1,1,0.47,0.45947045
1,1,0.09,0.0823579
1,1,1.15,1.1486717
1,1,0.34,0.33756214
1,1,0.08,0.073902786
1,1,0.05,0.049076855
0,0,0.03,0.032372005
0,0,0.01,0.01340472
1,1,0.84,0.84152216
1,1,0.27,0.26636997
1,1,0.06,0.06675167
1,1,0.07,0.0648395
1,1,0.17,0.16589655
1,1,0.1,0.09822598
1,1,0.07,0.06624219
1,1,0.14,0.13835625
1,1,0.21,0.21073894
1,1,0.8,0.8021878
0,0,0.03,0.032074578
1,1,0.36,0.3558787
1,1,0.1,0.10103844
1,1,0.11,0.11022751
1,1,0.48,0.48043287
1,1,0.1,0.096217796
1,1,0.06,0.064151436
1,1,0.18,0.18023689
1,1,0.12,0.119576074
1,1,0.24,0.24046637
1,1,0.06,0.059648745
0,0,0.01,0.015737336
1,1,0.1,0.09733913
1,1,0.12,0.11274023
1,1,0.08,0.074793264
0,0,0.01,0.011307973
1,1,0.17,0.16142906
1,1,0.1,0.10133286
1,1,0.43,0.4349857
1,1,0.08,0.08042352
0,0,0,0.015183628
0,0,0.01,0.014061403
1,1,0.28,0.27790675
1,1,0.07,0.072528064
1,1,0.25,0.24912663
1,1,0.09,0.08438803
0,0,0.02,0.022382706
1,1,0.08,0.0733524
0,0,0.01,0.013029188
1,1,0.24,0.23616043
1,1,0.16,0.1597917
1,1,0.13,0.13331254
1,1,0.48,0.4787354
0,0,0.02,0.016897243
0,0,0.05,0.044618167
1,1,0.1,0.09437016
1,1,0.77,0.7708895
1,1,0.09,0.07924341
0,0,0.03,0.031875912
1,1,0.15,0.14317368
1,1,0.15,0.14992283
0,0,0.03,0.027873617
1,1,0.24,0.24174033
1,1,0.23,0.2310174
0,0,0.02,0.022301488
0,0,0.03,0.030876022
1,1,0.08,0.07719315
1,1,0.13,0.12540999
0,0,0.03,0.03192708
1,1,2.13,2.1351216
1,1,0.16,0.157629
1,1,0.13,0.12825306
1,1,0.13,0.12233266
1,1,0.12,0.11934203
0,0,0.01,0.01843528
1,1,0.67,0.66981584
0,0,0.02,0.016581438
0,0,0.02,0.02329366
0,0,0.03,0.032527983
1,1,0.09,0.07685627
1,1,0.19,0.18869682
1,1,0.1,0.09458478
1,1,0.1,0.097558275
1,1,0.09,0.08896738
1,1,0.08,0.083673015
1,1,0.85,0.85085917
1,1,0.08,0.07596268
1,1,0.23,0.22648989
0,0,0,0.010857012
1,1,0.14,0.1356706
1,1,0.44,0.44001085
1,1,0.33,0.32804137
1,1,0.73,0.73244625
1,1,0.09,0.08856206
1,1,0.34,0.33767146
1,1,0.07,0.060745224
0,0,0.03,0.028042454
1,1,0.13,0.12535551
1,1,0.12,0.121366024
1,1,0.18,0.1782794
0,0,0.03,0.030672984
1,1,0.07,0.0639032
1,1,1.82,1.8224906
1,1,0.09,0.08660288
1,1,0.12,0.11218862
1,1,0.6,0.6017111
1,1,0.11,0.108490884
1,1,0.09,0.093069404
1,1,1.09,1.0945958
1,1,0.23,0.23008314
1,1,1.13,1.126944
1,1,0.1,0.09613627
1,1,0.11,0.11909942
1,1,0.17,0.16756098
1,1,0.07,0.06642668
0,0,0.04,0.043466907
1,1,0.12,0.1161813
1,1,0.19,0.1875033
1,1,0.08,0.074735805
0,0,0,0.009947199
1,1,0.25,0.25006312
1,1,0.35,0.35122287
1,1,0.05,0.048440948
1,1,0.2,0.1967397
1,1,0.14,0.13426593
1,1,0.1,0.10192196
1,1,0.34,0.33928096
1,1,0.11,0.10419516
1,1,0.11,0.11112663
1,1,0.08,0.07860045
1,1,0.16,0.15305509
1,1,0.11,0.106243536
0,0,0.03,0.029323298
1,1,0.06,0.061814398
1,1,0.16,0.15846099
1,1,0.09,0.08567822
1,1,0.38,0.37617522
0,0,0.04,0.041750938
1,1,0.41,0.4094736
1,1,0.29,0.28886843
1,1,0.83,0.82839054
0,0,0.02,0.02386876
1,1,0.04,0.04335904
1,1,0.14,0.14725806
1,1,0.1,0.093847364
1,1,0.1,0.09813963
0,0,0.05,0.051120535
1,1,0.44,0.44046545
1,1,0.06,0.064355
0,0,0.02,0.021285463
1,1,0.1,0.101584256
1,1,0.72,0.7207751
1,1,0.11,0.111576915
1,1,0.06,0.06264523
1,1,0.85,0.8505023
1,1,0.05,0.054920428
1,1,0.09,0.08802931
1,1,0.13,0.1317007
1,1,0.11,0.10795806
1,1,0.06,0.049424246
1,1,0.48,0.4789498
1,1,0.2,0.19737954
1,1,0.17,0.16833547
0,0,0.01,0.013190772
0,0,0.01,0.006586798
0,0,0.01,0.009301886
1,1,0.11,0.11213741
1,1,0.1,0.098998055
1,1,0.18,0.18592148
1,1,0.07,0.07132174
0,0,0.03,0.027130606
1,1,0.09,0.08685522
0,0,0.02,0.024198364
1,1,0.06,0.06309129
1,1,0.11,0.10935448
0,0,0,0.006207984
1,1,0.19,0.18971297
1,1,0.14,0.137473
1,1,0.16,0.1569538
1,1,0.87,0.87014437
1,1,0.06,0.06487371
1,1,0.16,0.15509467
1,1,0.1,0.09797825
1,1,0.07,0.0696584
0,0,0.03,0.031248275
1,1,0.16,0.16358854
1,1,0.1,0.092884764
1,1,0.1,0.09183253
1,1,0.58,0.57795566
1,1,0.06,0.062393766
1,1,0.09,0.08536814
1,1,0.07,0.067714885
1,1,0.79,0.7896457
1,1,0.07,0.06587915
1,1,0.45,0.45344973
1,1,0.37,0.36659116
0,0,0.04,0.042343304
1,1,0.13,0.124421045
1,1,0.12,0.119748786
0,0,0.04,0.04013657
1,1,0.19,0.19735481
0,0,0.04,0.043935373
1,1,0.08,0.074227676
1,1,3.7,3.713481
0,0,0,0.010330692
1,1,0.12,0.12228424
1,1,0.15,0.14593422
1,1,0.25,0.2516207
1,1,0.09,0.088847235
1,1,0.06,0.05130233
1,1,0.1,0.10039188
1,1,1.31,1.3114877
1,1,0.11,0.10646248
1,1,0.18,0.18007652
0,0,0.03,0.02777566
1,1,0.16,0.16659977
1,1,0.06,0.063534185
1,1,0.14,0.13476747
1,1,0.19,0.18795152
1,1,0.18,0.18509457
1,1,0.28,0.28127342
1,1,0.37,0.36787015
1,1,0.16,0.15833373
1,1,0.14,0.14187989
1,1,0.08,0.08298686
0,0,0.01,0.012383573
1,1,0.12,0.12983866
1,1,0.12,0.11846976
1,1,0.13,0.12512025
1,1,0.22,0.22132818
0,0,0.05,0.050228097
1,1,0.17,0.16804424
1,1,0.1,0.10122959
1,1,0.15,0.14822797
1,1,0.1,0.09624271
0,0,0.01,0.008856319
0,0,0.02,0.0204068
0,0,0.05,0.050098926
1,1,1.14,1.1381911
1,1,0.29,0.281012
0,0,0,0.011495478
1,1,0.07,0.06505419
1,1,0.13,0.124757364
1,1,0.29,0.28661853
1,1,0.06,0.056079373
1,1,0.08,0.081817165
1,1,0.15,0.15310903
1,1,0.42,0.42454863
1,1,2.12,2.1218116
1,1,0.47,0.4767611
1,1,0.08,0.075189635
1,1,0.37,0.3704248
0,0,0.01,0.014421091
0,0,0.03,0.03063882
1,1,0.19,0.19174717
0,0,0.03,0.026921341
1,1,0.08,0.07704471
1,1,0.09,0.08719593
0,0,0.01,0.016212024
1,1,0.1,0.09878194
0,0,0.05,0.047054633
1,1,0.15,0.14821832
1,1,0.1,0.09897554
0,0,0.03,0.028615128
0,0,0.01,0.013752148
0,0,0.01,0.015395422
1,1,0.29,0.2919696
0,0,0.03,0.030629434
1,1,0.14,0.14052434
1,1,0.21,0.20905907
1,1,0.06,0.058454663
1,1,0.48,0.47534502
0,0,0.01,0.017231278
1,1,0.08,0.07869601
1,1,0.14,0.136277
0,0,0.04,0.045526385
1,1,0.11,0.10851243
1,1,0.25,0.24701239
0,0,0.05,0.04470616
0,0,0.02,0.018923938
1,1,0.5,0.49281555
1,1,0.22,0.22156905
1,1,0.08,0.07983194
1,1,0.08,0.073442146
1,1,0.78,0.7799866
1,1,0.07,0.068531916
1,1,0.28,0.2809425
1,1,0.08,0.07718857
1,1,0.14,0.13906775
0,0,0.04,0.04265058
1,1,0.15,0.15099311
1,1,0.11,0.10322088
1,1,0.06,0.0575677
1,1,0.06,0.05527556
1,1,0.22,0.21671735
1,1,0.07,0.07167153
1,1,0.11,0.11137305
1,1,0.11,0.10745114
0,0,0.05,0.050224025
1,1,0.06,0.061443307
1,1,1.72,1.7147367
1,1,0.16,0.16383812
1,1,0.19,0.18739672
0,0,0.05,0.049264066
0,0,0.01,0.011480413
1,1,0.07,0.06762208
0,0,0,0.001108561
1,1,0.56,0.549882
0,0,0.04,0.04294967
1,1,0.13,0.1307329
0,0,0.04,0.03744366
1,1,0.12,0.11290488
0,0,0.01,0.010057837
0,0,0,0.006838031
1,1,0.14,0.13945311
1,1,0.09,0.0812705
1,1,0.11,0.1070167
1,1,0.1,0.09739424
1,1,2.29,2.2939155
0,0,0.01,0.012511164
1,1,0.15,0.15278834
1,1,0.69,0.69150525
1,1,0.13,0.13270496
0,0,0.03,0.031517055
0,0,0.05,0.050742358
1,1,0.31,0.31158638
1,1,0.09,0.08535193
1,1,0.06,0.05659856
0,0,0.05,0.050548255
0,0,0.05,0.045118414
1,1,0.16,0.16511117
1,1,0.11,0.108900055
1,1,0.26,0.2601448
1,1,0.33,0.33084112
1,1,0.22,0.21953382
1,1,0.52,0.51338005
1,1,0.17,0.17221567
0,0,0.02,0.018056694
1,1,0.1,0.10109611
0,0,0.01,0.00897523
1,1,0.06,0.055851743
0,0,0.05,0.049505983
1,1,0.14,0.13738179
1,1,0.06,0.06451143
0,0,0.05,0.05037987
1,1,0.07,0.06372912
0,0,0.01,0.010794137
1,1,0.18,0.18103349
0,0,0.02,0.023154318
1,1,0.09,0.08587597
1,1,0.27,0.27108246
1,1,0.14,0.13193475
0,0,0,0.010342136
0,0,0.04,0.034508035
1,1,0.13,0.13093822
1,1,0.5,0.49876726
1,1,0.32,0.31636453
0,0,0.03,0.02722137
0,0,0.02,0.021331774
1,1,0.88,0.87992007
0,0,0,0.004143775
0,0,0,0.007058434
1,1,0.12,0.11680628
1,1,0.08,0.077574655
0,0,0.04,0.038423896
1,1,0.13,0.1329042
1,1,0.06,0.05860265
1,1,0.1,0.09534462
1,1,0.06,0.06523566
1,1,0.09,0.08931047
1,1,0.06,0.06195931
0,0,0,0.001804739
1,1,0.12,0.117741704
1,1,0.07,0.07421309
0,0,0.03,0.0345385
1,1,0.07,0.063862726
1,1,0.14,0.14129275
0,0,0.01,0.01763045
1,1,0.1,0.09778769
1,1,0.08,0.07914841
0,0,0.03,0.029441345
1,1,0.49,0.48884845
1,1,0.09,0.092335045
1,1,1.64,1.6340255
1,1,0.12,0.12115761
1,1,0.24,0.23887281
1,1,0.06,0.05886986
1,1,0.09,0.08618958
1,1,0.13,0.12935804
1,1,0.17,0.17333363
0,0,0.02,0.023913313
1,1,0.12,0.112605795
1,1,0.07,0.066851005
0,0,0.03,0.028163679
0,0,0,0.008127652
1,1,0.04,0.03895028
1,1,0.15,0.15288313
1,1,0.18,0.18303864
1,1,0.05,0.04952672
0,0,0.03,0.028799333
1,1,0.11,0.107641086
1,1,0.32,0.31576276
1,1,0.14,0.13406083
1,1,0.14,0.14125274
1,1,0.1,0.10283999
1,1,0.13,0.12759097
1,1,0.1,0.10204178
0,0,0.01,0.005875871
1,1,0.23,0.22881491
1,1,0.43,0.42924064
1,1,0.23,0.23571976
1,1,0.14,0.13139123
1,1,0.07,0.06777945
0,0,0.02,0.02049691
1,1,0.06,0.06253019
1,1,0.28,0.27868646
1,1,0.25,0.25458145
1,1,0.08,0.08372854
0,0,0.01,0.014505528
1,1,0.13,0.12357308
1,1,0.1,0.08574711
1,1,0.09,0.08519603
1,1,0.07,0.07083954
1,1,0.1,0.10142122
1,1,0.1,0.10063797
1,1,0.1,0.096210256
1,1,0.08,0.082595244
1,1,0.38,0.3770665
1,1,0.3,0.29783124
1,1,0.1,0.09826355
1,1,0.71,0.7102346
1,1,0.06,0.050127313
1,1,0.13,0.13192853
1,1,0.12,0.11998983
1,1,0.26,0.25985712
1,1,0.09,0.08876799
1,1,2.85,2.8578303
0,0,0.02,0.02385137
1,1,0.09,0.09085958
1,1,0.06,0.0616944
1,1,0.06,0.06164781
1,1,0.11,0.110433385
0,0,0,0.011574276
1,1,0.18,0.18369901
1,1,0.3,0.300412
1,1,0.35,0.3494383
0,0,0.03,0.02083631
1,1,0.11,0.10910992
0,0,0.04,0.043600753
1,1,0.14,0.13659528
1,1,0.16,0.15942214
1,1,0.09,0.082613036
1,1,0.08,0.073312685
1,1,0.11,0.111941844
1,1,0.12,0.119304836
1,1,0.14,0.14482021
0,0,0.03,0.034068532
1,1,0.06,0.06226775
0,0,0.04,0.03986881
1,1,0.13,0.12495473
1,1,0.12,0.12630853
0,0,0.01,0.013153367
1,1,0.08,0.078602344
1,1,0.06,0.054401636
0,0,0.04,0.045597177
1,1,0.84,0.84006286
1,1,0.09,0.082007214
1,1,0.09,0.08377436
0,0,0.04,0.039046176
1,1,0.25,0.24565466
1,1,0.45,0.45127738
1,1,0.08,0.07764441
1,1,0.68,0.67830116
1,1,0.07,0.07318227
0,0,0.04,0.034731396
1,1,0.08,0.075868644
1,1,0.17,0.16752832
1,1,0.06,0.059214085
0,0,0.01,0.009715781
1,1,0.12,0.117981985
0,0,0.02,0.021010602
0,0,0.03,0.025838038
1,1,0.08,0.07977939
1,1,0.13,0.12798949
1,1,0.2,0.1966452
0,0,0.05,0.05098623
1,1,0.2,0.20441495
0,0,0.05,0.048123803
1,1,0.09,0.086863324
0,0,0.03,0.030091591
1,1,0.08,0.07711895
1,1,0.08,0.07811065
1,1,0.15,0.15226047
0,0,0.01,0.013760019
1,1,0.05,0.050818503
1,1,0.14,0.1403564
1,1,2.08,2.0871928
1,1,0.18,0.18216105
1,1,0.05,0.050478175
1,1,0.06,0.05377236
1,1,0.09,0.09163307
1,1,0.17,0.16728719
0,0,0,0.004559439
0,0,0.04,0.03233194
1,1,0.09,0.090724364
1,1,0.08,0.08612861
1,1,0.2,0.19460288
1,1,0.12,0.12022354
1,1,0.05,0.048973203
1,1,0.12,0.12033616
1,1,0.07,0.07706198
1,1,0.19,0.19341806
1,1,0.06,0.055943415
1,1,0.23,0.23021248
1,1,0.07,0.0670674
0,0,0.05,0.04478814
0,0,0.02,0.023277884
1,1,0.15,0.14812541
1,1,0.24,0.23712432
0,0,0.01,0.015056741
1,1,0.08,0.07872455
0,0,0.02,0.023054056
1,1,0.25,0.24918179
0,0,0.04,0.035914704
0,0,0.04,0.035397463
1,1,0.79,0.7844049
1,1,2.1,2.106343
1,1,0.49,0.48967564
1,1,0.12,0.11965068
0,0,0.03,0.022245886
0,0,0.03,0.029805724
1,1,0.27,0.26000094
1,1,0.17,0.1710069
1,1,0.08,0.07776263
1,1,0.07,0.06871665
0,0,0.01,0.015571784
1,1,0.07,0.06478922
1,1,0.09,0.09174186
0,0,0.01,0.012445271
1,1,0.07,0.0731021
1,1,0.08,0.07996951
1,1,0.15,0.14364344
1,1,0.03,0.026354864
1,1,0.15,0.15042432
1,1,1.19,1.1920587
1,1,0.1,0.10238764
0,0,0.04,0.037463393
1,1,0.1,0.095792115
1,1,0.06,0.049203627
0,0,0.01,0.020013113
1,1,0.4,0.39718437
1,1,0.41,0.40777433
1,1,0.13,0.12988494
1,1,0.03,0.023584524
0,0,0.02,0.01923227
1,1,0.1,0.100452766
1,1,0.42,0.41679585
0,0,0.03,0.029235117
1,1,0.13,0.13056013
1,1,0.67,0.669266
1,1,0.08,0.07769354
0,0,0,0.002587341
1,1,0.25,0.25023818
1,1,0.1,0.10226761
0,0,0.02,0.020085447
0,0,0.02,0.02298102
1,1,0.33,0.32756603
1,1,0.12,0.118169725
1,1,0.32,0.31752813
1,1,0.07,0.06814481
1,1,0.19,0.18669358
1,1,0.12,0.117032155
0,0,0.02,0.017578043
1,1,0.05,0.052062407
1,1,0.11,0.10549572
1,1,0.17,0.17456682
1,1,0.06,0.049525574
0,0,0.05,0.043347787
1,1,0.31,0.30834728
0,0,0,0.015471481
0,0,0.05,0.047833387
0,0,0,0.009904966
1,1,0.13,0.134546
1,1,0.07,0.06829126
0,0,0.04,0.03591334
1,1,0.12,0.11820586
1,1,0.05,0.050475813
1,1,0.14,0.14329965
1,1,0.1,0.09376
0,0,0.01,0.007664666
1,1,0.12,0.11878921
1,1,0.1,0.09998806
1,1,0.27,0.26931047
1,1,0.03,0.027130544
1,1,0.11,0.10652368
0,0,0.04,0.038403027
1,1,0.28,0.28046
1,1,0.06,0.051366992
1,1,4.6,4.6092696
0,0,0.01,0.008590821
1,1,1.32,1.3201616
1,1,0.07,0.069832414
1,1,0.19,0.18471016
0,0,0.03,0.035377778
1,1,0.22,0.21884422
1,1,0.07,0.07017186
0,0,0.02,0.019741815
1,1,0.07,0.067817844
0,0,0,0.005276874
1,1,0.07,0.07527843
1,1,0.08,0.08021194
1,1,0.06,0.059793994
0,0,0.01,0.010581628
1,1,0.5,0.50138104
0,0,0.02,0.019393697
1,1,0.08,0.0752788
1,1,0.18,0.17725831
1,1,0.75,0.7466668
0,0,0.02,0.025762394
1,1,0.65,0.6500013
0,0,0.03,0.02942254
1,1,0.06,0.06417564
1,1,0.16,0.15813163
0,0,0.02,0.023240099
0,0,0,0.008435756
1,1,1.52,1.5167047
0,0,0.04,0.033042878
0,0,0.02,0.02384374
0,0,0,0.00282399
0,0,0.04,0.038717665
1,1,0.23,0.22947334
0,0,0.05,0.051758066
1,1,0.18,0.18023776
1,1,0.58,0.56924313
1,1,0.6,0.60199225
1,1,0.9,0.8994629
1,1,0.08,0.077399
1,1,0.55,0.54614866
0,0,0.05,0.05019506
1,1,0.07,0.07292625
1,1,0.75,0.75234044
1,1,0.33,0.32764965
1,1,0.06,0.058375582
1,1,0.05,0.05618438
1,1,0.07,0.07094978
1,1,0.2,0.19855088
1,1,0.17,0.16777968
1,1,0.72,0.7186154
0,0,0.05,0.04552843
1,1,0.1,0.10205251
1,1,0.1,0.0994301
1,1,0.24,0.24262935
1,1,0.08,0.0759498
1,1,2.24,2.2440732
1,1,0.17,0.17554148
1,1,0.17,0.17106044
0,0,0.02,0.019578608
1,1,0.07,0.06802766
1,1,0.39,0.39277607
1,1,0.12,0.120489374
1,1,0.08,0.07924996
1,1,0.1,0.11180432
0,0,0.01,0.011853255
1,1,0.25,0.25016677
1,1,0.3,0.2982968
1,1,0.07,0.070561305
0,0,0.05,0.043290745
1,1,0.1,0.09894791
1,1,0.09,0.088455476
0,0,0.03,0.030249432
1,1,0.19,0.19268957
1,1,1.17,1.1698846
1,1,0.14,0.13227372
1,1,0.08,0.08014405
1,1,0.08,0.076098815
1,1,0.15,0.14878146
1,1,0.15,0.14743644
1,1,0.26,0.26113343
1,1,0.07,0.068325296
1,1,0.1,0.092091635
0,0,0.03,0.032649845
1,1,0.21,0.20548531
1,1,0.38,0.38628507
0,0,0.04,0.04189882
1,1,0.06,0.061093166
1,1,0.09,0.08598408
1,1,0.17,0.16911472
0,0,0.01,0.017623719
1,1,0.18,0.17977427
1,1,0.13,0.13426368
1,1,0.14,0.13799585
1,1,0.45,0.44354665
1,1,0.4,0.3962325
1,1,0.06,0.05118306
1,1,0.3,0.29642618
1,1,0.54,0.5396189
0,0,0.04,0.03895676
1,1,0.1,0.10168488
0,0,0,0.005117588
1,1,0.2,0.19861074
0,0,0.01,0.012229085
1,1,0.12,0.12399234
1,1,0.24,0.23347391
0,0,0.01,0.013813756
1,1,0.14,0.14572506
1,1,0.15,0.14652832
1,1,0.08,0.07758753
0,0,0.01,0.020340972
1,1,0.36,0.3564269
1,1,0.14,0.13908745
1,1,0.17,0.17040698
1,1,0.15,0.15188704
0,0,0.05,0.045995843
1,1,0.18,0.18166487
1,1,0.44,0.43996912
1,1,0.56,0.56353647
1,1,0.62,0.6250783
1,1,0.05,0.051519655
1,1,0.44,0.4413967
0,0,0.04,0.04689505
1,1,0.09,0.08304773
1,1,0.48,0.48241538
1,1,0.08,0.076152
1,1,0.07,0.06461547
1,1,0.11,0.119222835
1,1,0.57,0.5703349
1,1,0.24,0.24169292
1,1,0.32,0.31679517
1,1,0.09,0.088195935
1,1,0.02,0.022150073
1,1,0.1,0.09825894
1,1,0.88,0.87960917
1,1,1.52,1.5209173
1,1,0.09,0.08837569
1,1,0.13,0.123314396
1,1,0.06,0.06284102
1,1,0.05,0.0532811
1,1,0.09,0.09134479
1,1,0.06,0.054648116
1,1,0.17,0.16622499
